Model, ProductionYear,NumberofEngines,EngineType,Capacity,Range(km),FuelConsumption(L/h),HourlyMaintenance($),Age,SalesRegion,Price($)
Airbus A350,2001,2,Turbofan,350,14800,10.14,1934.39,22,Europe,428130328.68
Boeing 737,1996,2,Turbofan,162,5700,2.32,1548.32,27,Africa,69105297.56
Boeing 737,1984,2,Turbofan,162,5700,2.28,4415.44,39,Africa,63981896.93
Airbus A350,1984,2,Turbofan,350,14800,12.38,4725.8,39,South America,411986092.41
Bombardier CRJ200,2023,2,Turbofan,50,3000,6.56,4990.7,0,Asia,22900748.39
Airbus A320,1989,2,Turbofan,180,6300,10.16,2659.44,34,South America,89404616.34
Boeing 777,1985,2,Turbofan,396,15600,14.79,4431.55,38,Europe,379868475.11
Boeing 737,2015,2,Turbofan,162,5700,11.59,2396.11,8,Africa,122107209.71
Cessna 172,2018,1,Piston,4,1285,14.42,1574.5,5,South America,332946.55
Airbus A320,2013,2,Turbofan,180,6300,5.04,1833.39,10,Africa,113859544.42
Airbus A350,2008,2,Turbofan,350,14800,2.23,689.42,15,North America,519435174.18
Cessna 172,2007,1,Piston,4,1285,37.19,2229.47,16,North America,297440.98
Cessna 172,2019,1,Piston,4,1285,48.0,1482.14,4,Asia,431915.17
Cessna 172,1986,1,Piston,4,1285,28.7,4751.29,37,Europe,209128.43
Bombardier CRJ200,1993,2,Turbofan,50,3000,4.17,3260.35,30,North America,12275991.04
Bombardier CRJ200,1985,2,Turbofan,50,3000,8.66,3234.82,38,Europe,12669634.9
Airbus A320,1991,2,Turbofan,180,6300,4.29,1538.01,32,South America,73477867.87
Boeing 737,1990,2,Turbofan,162,5700,6.55,4008.13,33,Asia,59934682.48
Airbus A350,2008,2,Turbofan,350,14800,14.6,760.29,15,Australia,595285903.78
Cessna 172,2010,1,Piston,4,1285,16.16,3632.09,13,North America,298226.62
Boeing 737,1994,2,Turbofan,162,5700,4.92,4171.25,29,North America,64747468.91
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.54,3168.23,25,Australia,10244738.98
Airbus A350,1984,2,Turbofan,350,14800,13.41,911.69,39,Australia,349501365.95
Airbus A320,1996,2,Turbofan,180,6300,14.42,4499.37,27,Australia,75322787.62
Cessna 172,2022,1,Piston,4,1285,42.38,4379.57,1,Europe,446438.18
Airbus A350,1987,2,Turbofan,350,14800,7.31,891.44,36,South America,447159731.82
Airbus A320,2021,2,Turbofan,180,6300,5.38,2177.1,2,Europe,149954427.31
Boeing 777,1989,2,Turbofan,396,15600,4.86,864.71,34,Asia,468928975.1
Boeing 737,1990,2,Turbofan,162,5700,2.99,3574.66,33,North America,63355505.75
Cessna 172,2016,1,Piston,4,1285,33.7,2662.64,7,North America,411247.75
Airbus A350,1987,2,Turbofan,350,14800,6.52,4211.06,36,Africa,397704445.28
Bombardier CRJ200,1999,2,Turbofan,50,3000,13.42,1701.63,24,Australia,14877095.06
Airbus A350,1997,2,Turbofan,350,14800,10.56,4088.42,26,South America,402864405.4
Cessna 172,2011,1,Piston,4,1285,37.21,3638.62,12,Africa,341303.71
Boeing 737,2018,2,Turbofan,162,5700,11.79,3283.75,5,Asia,112318556.86
Airbus A350,2000,2,Turbofan,350,14800,11.67,2008.03,23,South America,408001204.03
Boeing 777,1981,2,Turbofan,396,15600,12.63,1223.42,42,Asia,398723638.97
Airbus A320,2023,2,Turbofan,180,6300,5.73,528.74,0,South America,176757814.93
Cessna 172,1981,1,Piston,4,1285,49.25,3276.17,42,Australia,184641.08
Boeing 777,2016,2,Turbofan,396,15600,9.02,3353.03,7,Asia,734870703.44
Airbus A320,2010,2,Turbofan,180,6300,3.39,4009.3,13,South America,118866261.78
Bombardier CRJ200,2008,2,Turbofan,50,3000,6.44,4833.46,15,North America,19571684.77
Airbus A320,2017,2,Turbofan,180,6300,14.12,3346.8,6,Africa,131758102.52
Bombardier CRJ200,2011,2,Turbofan,50,3000,11.21,1854.34,12,Asia,18710232.77
Airbus A350,2002,2,Turbofan,350,14800,9.57,803.08,21,Africa,483499667.07
Boeing 777,2000,2,Turbofan,396,15600,13.33,705.84,23,Australia,363983558.24
Boeing 737,1990,2,Turbofan,162,5700,14.6,4880.7,33,North America,59912822.33
Airbus A350,2011,2,Turbofan,350,14800,2.32,3912.18,12,North America,587268295.17
Bombardier CRJ200,2005,2,Turbofan,50,3000,6.21,599.56,18,South America,17875673.94
Boeing 737,2009,2,Turbofan,162,5700,7.8,3574.83,14,Asia,90781164.94
Boeing 777,1996,2,Turbofan,396,15600,14.96,1731.32,27,North America,340010547.51
Boeing 737,2005,2,Turbofan,162,5700,12.33,1236.31,18,South America,63367888.47
Boeing 737,2022,2,Turbofan,162,5700,4.87,3621.57,1,South America,127413480.15
Airbus A350,2006,2,Turbofan,350,14800,5.55,3445.3,17,Asia,463735696.84
Airbus A320,2013,2,Turbofan,180,6300,3.96,4778.89,10,North America,133529410.72
Cessna 172,2011,1,Piston,4,1285,35.54,2388.77,12,Australia,321604.64
Airbus A350,1983,2,Turbofan,350,14800,5.56,2289.17,40,Europe,370619257.39
Boeing 777,2015,2,Turbofan,396,15600,4.99,4523.45,8,Europe,684189255.61
Boeing 777,2008,2,Turbofan,396,15600,2.4,1458.97,15,Australia,486950793.63
Airbus A350,1987,2,Turbofan,350,14800,8.15,4389.61,36,Asia,426070238.42
Bombardier CRJ200,2018,2,Turbofan,50,3000,4.41,4856.87,5,Europe,22479913.54
Bombardier CRJ200,1990,2,Turbofan,50,3000,12.98,3969.15,33,North America,12626529.51
Cessna 172,1980,1,Piston,4,1285,35.05,3924.61,43,South America,217901.08
Airbus A350,1985,2,Turbofan,350,14800,8.26,4084.42,38,Europe,398713879.75
Boeing 737,2009,2,Turbofan,162,5700,3.63,1027.89,14,Asia,85200995.59
Bombardier CRJ200,1989,2,Turbofan,50,3000,8.39,1402.36,34,Africa,14249635.57
Bombardier CRJ200,1998,2,Turbofan,50,3000,9.57,788.94,25,South America,13090077.09
Bombardier CRJ200,1997,2,Turbofan,50,3000,7.92,1896.63,26,Africa,11286956.54
Airbus A350,2010,2,Turbofan,350,14800,2.94,552.29,13,Europe,526105056.35
Airbus A350,2015,2,Turbofan,350,14800,5.79,3200.09,8,Europe,473880075.09
Airbus A350,1992,2,Turbofan,350,14800,13.18,3627.42,31,South America,336314382.68
Cessna 172,1988,1,Piston,4,1285,49.47,1589.2,35,Asia,212681.8
Boeing 777,2006,2,Turbofan,396,15600,8.49,1141.23,17,North America,603705999.54
Cessna 172,1997,1,Piston,4,1285,10.39,3018.42,26,Asia,232450.75
Boeing 777,1999,2,Turbofan,396,15600,8.73,1969.08,24,South America,403263641.93
Cessna 172,2022,1,Piston,4,1285,13.14,649.41,1,Africa,390289.51
Airbus A320,2008,2,Turbofan,180,6300,3.73,2286.15,15,South America,129426744.2
Airbus A350,2002,2,Turbofan,350,14800,4.6,4102.64,21,North America,459564319.05
Cessna 172,2014,1,Piston,4,1285,14.18,1253.67,9,Africa,399513.55
Airbus A350,2000,2,Turbofan,350,14800,14.17,642.14,23,Europe,439281508.67
Bombardier CRJ200,1995,2,Turbofan,50,3000,9.04,733.87,28,South America,12918104.65
Airbus A350,1994,2,Turbofan,350,14800,12.42,3713.39,29,Africa,386966610.15
Boeing 737,2000,2,Turbofan,162,5700,12.59,2027.53,23,Australia,77565461.23
Airbus A350,2004,2,Turbofan,350,14800,10.37,2535.43,19,Africa,470795089.56
Bombardier CRJ200,2021,2,Turbofan,50,3000,11.51,2868.81,2,Europe,21673752.5
Airbus A350,1982,2,Turbofan,350,14800,4.85,4423.03,41,Europe,354300631.99
Cessna 172,2017,1,Piston,4,1285,23.48,4891.39,6,North America,395779.06
Boeing 737,2008,2,Turbofan,162,5700,8.48,3464.18,15,Asia,83746656.77
Cessna 172,2009,1,Piston,4,1285,38.77,2999.14,14,Asia,308899.5
Bombardier CRJ200,1989,2,Turbofan,50,3000,10.84,1397.94,34,Africa,12219937.83
Bombardier CRJ200,1989,2,Turbofan,50,3000,2.4,824.89,34,Asia,11764217.83
Airbus A350,1996,2,Turbofan,350,14800,11.45,4407.23,27,North America,310192361.77
Cessna 172,2005,1,Piston,4,1285,27.02,3842.18,18,Australia,240008.47
Boeing 737,2001,2,Turbofan,162,5700,2.52,4944.42,22,Australia,60666863.35
Cessna 172,2004,1,Piston,4,1285,33.15,4401.64,19,North America,309612.09
Bombardier CRJ200,2011,2,Turbofan,50,3000,13.35,2690.01,12,South America,17511763.82
Boeing 737,2019,2,Turbofan,162,5700,7.48,4553.16,4,Asia,124382800.41
Airbus A320,2020,2,Turbofan,180,6300,4.74,4605.64,3,Australia,124095241.28
Boeing 777,1994,2,Turbofan,396,15600,10.21,3303.35,29,Australia,372709628.07
Boeing 737,2007,2,Turbofan,162,5700,13.82,3721.21,16,Asia,89721217.34
Bombardier CRJ200,1986,2,Turbofan,50,3000,5.09,1308.57,37,Africa,12044143.46
Airbus A320,1999,2,Turbofan,180,6300,13.32,1612.54,24,Asia,91052472.45
Boeing 737,2000,2,Turbofan,162,5700,8.69,2503.87,23,Asia,76409741.39
Boeing 777,2002,2,Turbofan,396,15600,7.08,1235.86,21,North America,380959219.67
Airbus A350,1989,2,Turbofan,350,14800,5.36,4862.36,34,Europe,324113372.43
Cessna 172,2006,1,Piston,4,1285,15.23,3980.63,17,South America,314831.13
Bombardier CRJ200,1991,2,Turbofan,50,3000,7.9,4864.19,32,Europe,12167762.43
Airbus A320,1985,2,Turbofan,180,6300,12.78,2016.51,38,South America,68307213.88
Airbus A350,2019,2,Turbofan,350,14800,5.23,2438.99,4,Australia,787873764.4
Airbus A320,2011,2,Turbofan,180,6300,4.18,1251.69,12,South America,129235354.96
Airbus A320,1994,2,Turbofan,180,6300,11.57,665.02,29,Africa,75840490.4
Bombardier CRJ200,1996,2,Turbofan,50,3000,12.47,4298.77,27,Africa,14582673.19
Boeing 777,2022,2,Turbofan,396,15600,13.29,3134.09,1,Asia,759072292.02
Airbus A350,1998,2,Turbofan,350,14800,2.74,1713.87,25,Australia,365006071.14
Cessna 172,1990,1,Piston,4,1285,47.46,2890.26,33,Asia,229358.02
Airbus A350,2002,2,Turbofan,350,14800,8.59,1922.7,21,South America,428401094.71
Boeing 777,2020,2,Turbofan,396,15600,3.93,687.08,3,Africa,815942990.51
Bombardier CRJ200,1996,2,Turbofan,50,3000,8.7,2546.33,27,Africa,12493384.83
Boeing 777,1992,2,Turbofan,396,15600,10.67,2699.81,31,Africa,441640021.08
Airbus A350,1986,2,Turbofan,350,14800,10.75,1408.34,37,Europe,333599086.49
Airbus A350,2016,2,Turbofan,350,14800,3.22,4864.6,7,North America,600439190.08
Cessna 172,1998,1,Piston,4,1285,17.09,4406.64,25,Australia,254604.52
Boeing 777,1981,2,Turbofan,396,15600,12.9,3616.82,42,Australia,403561166.86
Airbus A350,1997,2,Turbofan,350,14800,10.03,2737.29,26,Asia,385904600.31
Cessna 172,2023,1,Piston,4,1285,32.82,4410.07,0,Australia,474653.29
Boeing 737,2018,2,Turbofan,162,5700,10.57,1470.54,5,Australia,127786656.02
Airbus A350,1998,2,Turbofan,350,14800,10.47,2272.39,25,Europe,383584117.72
Cessna 172,2002,1,Piston,4,1285,11.93,4997.36,21,Europe,229195.61
Bombardier CRJ200,1992,2,Turbofan,50,3000,7.29,4897.28,31,South America,12463038.84
Boeing 777,2023,2,Turbofan,396,15600,11.6,3051.57,0,Australia,828711118.2
Bombardier CRJ200,2023,2,Turbofan,50,3000,7.25,4453.32,0,Europe,27022571.23
Bombardier CRJ200,1986,2,Turbofan,50,3000,11.91,4135.31,37,Australia,10592663.56
Bombardier CRJ200,1982,2,Turbofan,50,3000,7.66,4090.16,41,North America,11893807.88
Airbus A350,1982,2,Turbofan,350,14800,2.07,2950.2,41,South America,376991918.56
Boeing 777,1988,2,Turbofan,396,15600,6.76,1960.64,35,Asia,460975259.86
Boeing 777,2000,2,Turbofan,396,15600,7.83,2248.51,23,Australia,393019822.39
Airbus A350,1991,2,Turbofan,350,14800,6.85,1568.95,32,Europe,433451433.74
Airbus A320,2014,2,Turbofan,180,6300,8.03,3287.71,9,North America,141489134.58
Cessna 172,2012,1,Piston,4,1285,44.53,2209.04,11,North America,250050.45
Airbus A320,1996,2,Turbofan,180,6300,6.44,615.39,27,Africa,96312870.73
Boeing 777,2001,2,Turbofan,396,15600,7.18,2210.88,22,Asia,490824585.49
Airbus A350,1984,2,Turbofan,350,14800,11.94,3235.57,39,Europe,463152507.68
Airbus A320,2023,2,Turbofan,180,6300,11.34,4158.44,0,Australia,168615757.88
Bombardier CRJ200,2005,2,Turbofan,50,3000,14.05,1595.67,18,South America,15890609.46
Boeing 777,1985,2,Turbofan,396,15600,14.15,771.2,38,Africa,367604615.56
Boeing 737,1996,2,Turbofan,162,5700,5.34,2686.42,27,South America,61678568.68
Boeing 737,2009,2,Turbofan,162,5700,5.99,1781.93,14,North America,93025912.8
Bombardier CRJ200,2023,2,Turbofan,50,3000,9.93,1900.88,0,North America,27511685.52
Cessna 172,2004,1,Piston,4,1285,20.9,3722.68,19,Australia,238954.83
Boeing 777,1986,2,Turbofan,396,15600,10.85,1315.17,37,Australia,388649817.25
Airbus A320,2010,2,Turbofan,180,6300,8.83,1316.47,13,Asia,108999753.4
Cessna 172,2015,1,Piston,4,1285,20.26,3052.9,8,North America,370499.11
Cessna 172,1994,1,Piston,4,1285,29.34,4833.17,29,Australia,218486.48
Boeing 737,2020,2,Turbofan,162,5700,10.23,695.36,3,Africa,135579062.59
Bombardier CRJ200,1999,2,Turbofan,50,3000,9.82,4781.32,24,Australia,12619358.48
Airbus A350,1987,2,Turbofan,350,14800,4.76,1526.36,36,Europe,373827795.64
Boeing 737,1982,2,Turbofan,162,5700,7.34,3249.41,41,North America,55566203.11
Airbus A350,1987,2,Turbofan,350,14800,5.57,4012.36,36,Asia,346518496.19
Airbus A320,2014,2,Turbofan,180,6300,7.51,4201.76,9,Europe,119856645.16
Airbus A350,2009,2,Turbofan,350,14800,7.87,3307.37,14,North America,551093634.72
Bombardier CRJ200,2014,2,Turbofan,50,3000,4.18,3139.74,9,Africa,21058068.36
Cessna 172,1989,1,Piston,4,1285,13.83,1475.33,34,Africa,222544.34
Bombardier CRJ200,1986,2,Turbofan,50,3000,10.35,606.37,37,Africa,13238884.03
Cessna 172,2006,1,Piston,4,1285,25.64,1543.76,17,North America,344441.57
Boeing 737,2003,2,Turbofan,162,5700,8.46,3175.14,20,Europe,70031553.95
Airbus A350,2008,2,Turbofan,350,14800,11.33,2426.9,15,Europe,606680932.49
Boeing 777,1986,2,Turbofan,396,15600,14.89,3615.96,37,Australia,420202474.78
Boeing 777,2014,2,Turbofan,396,15600,3.03,1733.72,9,Australia,758209266.07
Boeing 777,1983,2,Turbofan,396,15600,13.62,885.46,40,Africa,374454283.69
Boeing 777,1992,2,Turbofan,396,15600,6.61,1519.95,31,Asia,357236020.72
Airbus A350,1985,2,Turbofan,350,14800,8.75,812.41,38,Australia,381020735.24
Airbus A320,2021,2,Turbofan,180,6300,10.46,4460.36,2,Australia,127043941.37
Cessna 172,1981,1,Piston,4,1285,22.97,2898.31,42,Asia,239936.86
Boeing 777,1995,2,Turbofan,396,15600,10.6,4973.63,28,Europe,349487795.61
Cessna 172,1993,1,Piston,4,1285,39.23,3010.03,30,Asia,198635.2
Cessna 172,1993,1,Piston,4,1285,48.31,3030.34,30,South America,212509.61
Airbus A320,1994,2,Turbofan,180,6300,10.97,1288.86,29,North America,79687975.81
Airbus A320,2018,2,Turbofan,180,6300,7.85,935.04,5,Asia,121109153.47
Boeing 777,1989,2,Turbofan,396,15600,6.52,3902.73,34,Europe,440969195.08
Cessna 172,1996,1,Piston,4,1285,19.39,4672.3,27,Europe,226718.77
Boeing 737,2022,2,Turbofan,162,5700,3.98,2296.92,1,Asia,139469698.9
Airbus A320,1980,2,Turbofan,180,6300,10.11,2844.31,43,North America,79471355.78
Airbus A320,2017,2,Turbofan,180,6300,11.82,901.06,6,North America,139756826.67
Boeing 737,1991,2,Turbofan,162,5700,11.21,4019.13,32,North America,62492155.61
Boeing 737,1988,2,Turbofan,162,5700,5.94,662.72,35,Australia,58471857.5
Airbus A350,2013,2,Turbofan,350,14800,14.18,894.39,10,Asia,516404000.97
Bombardier CRJ200,1984,2,Turbofan,50,3000,5.97,2992.11,39,Africa,10742684.82
Airbus A350,2003,2,Turbofan,350,14800,8.7,3202.67,20,South America,350592997.15
Cessna 172,1986,1,Piston,4,1285,29.88,4637.26,37,Africa,215450.1
Cessna 172,1994,1,Piston,4,1285,45.12,2212.8,29,South America,211588.11
Boeing 737,2022,2,Turbofan,162,5700,12.48,4406.26,1,South America,116071281.05
Boeing 777,2009,2,Turbofan,396,15600,7.24,864.14,14,Australia,629312398.7
Boeing 737,1983,2,Turbofan,162,5700,11.03,1280.86,40,Africa,63638561.85
Airbus A350,2007,2,Turbofan,350,14800,12.69,3384.37,16,Australia,505888699.2
Boeing 737,2011,2,Turbofan,162,5700,13.21,1096.36,12,Australia,96217375.0
Airbus A350,1984,2,Turbofan,350,14800,11.94,3228.14,39,Asia,402763288.63
Boeing 777,2018,2,Turbofan,396,15600,8.53,1286.77,5,Europe,639421066.39
Boeing 737,1988,2,Turbofan,162,5700,2.89,2153.9,35,North America,61522777.42
Cessna 172,2020,1,Piston,4,1285,15.41,616.15,3,South America,404034.59
Cessna 172,2000,1,Piston,4,1285,27.3,4846.2,23,Africa,243022.69
Cessna 172,2013,1,Piston,4,1285,30.25,1903.17,10,North America,309804.27
Airbus A350,2012,2,Turbofan,350,14800,4.81,3383.72,11,South America,572444936.79
Airbus A350,1986,2,Turbofan,350,14800,10.45,3288.15,37,Australia,364369669.73
Boeing 737,2021,2,Turbofan,162,5700,14.93,761.74,2,Australia,140006077.57
Cessna 172,1993,1,Piston,4,1285,37.8,760.01,30,Africa,200592.9
Airbus A350,1994,2,Turbofan,350,14800,2.81,3614.73,29,Africa,361055054.5
Boeing 777,2009,2,Turbofan,396,15600,14.96,2792.4,14,Africa,597531776.7
Airbus A350,1986,2,Turbofan,350,14800,10.11,1878.14,37,North America,416646225.38
Airbus A350,2000,2,Turbofan,350,14800,7.54,2871.69,23,Australia,347139378.76
Boeing 777,2003,2,Turbofan,396,15600,7.38,2154.92,20,Europe,466373471.0
Bombardier CRJ200,2010,2,Turbofan,50,3000,11.54,4223.92,13,Asia,16840718.26
Boeing 737,1985,2,Turbofan,162,5700,5.38,586.37,38,Asia,47017041.87
Airbus A350,1986,2,Turbofan,350,14800,3.78,3921.3,37,Australia,317254182.09
Bombardier CRJ200,2003,2,Turbofan,50,3000,5.14,554.54,20,Europe,14755688.52
Cessna 172,1983,1,Piston,4,1285,42.06,4891.43,40,South America,213374.23
Cessna 172,2015,1,Piston,4,1285,31.92,993.81,8,North America,379815.98
Bombardier CRJ200,1987,2,Turbofan,50,3000,12.98,2544.7,36,Africa,12042029.77
Boeing 777,2022,2,Turbofan,396,15600,6.22,1175.22,1,Africa,706532681.33
Bombardier CRJ200,1983,2,Turbofan,50,3000,8.19,3818.11,40,North America,10418429.37
Cessna 172,1999,1,Piston,4,1285,41.4,2567.51,24,North America,186388.14
Boeing 737,2016,2,Turbofan,162,5700,14.42,4514.38,7,South America,101847749.42
Airbus A320,1989,2,Turbofan,180,6300,7.69,3596.61,34,Australia,86509631.52
Airbus A350,1994,2,Turbofan,350,14800,12.93,1646.02,29,Asia,452636644.34
Boeing 777,2015,2,Turbofan,396,15600,13.64,3467.09,8,North America,627477879.23
Boeing 737,1997,2,Turbofan,162,5700,9.98,3365.01,26,South America,63662822.45
Airbus A320,2007,2,Turbofan,180,6300,11.59,1175.76,16,South America,98541524.8
Cessna 172,2019,1,Piston,4,1285,37.21,2805.0,4,Australia,378845.75
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.16,820.66,8,Asia,20660642.47
Cessna 172,2022,1,Piston,4,1285,39.5,4804.26,1,Australia,362429.72
Boeing 777,1981,2,Turbofan,396,15600,12.07,2073.66,42,Europe,358951291.33
Boeing 777,1999,2,Turbofan,396,15600,4.41,3476.17,24,North America,462511005.46
Boeing 777,1980,2,Turbofan,396,15600,2.27,1692.71,43,Europe,426165003.24
Airbus A320,2016,2,Turbofan,180,6300,14.58,869.77,7,Australia,148205458.65
Airbus A350,1984,2,Turbofan,350,14800,6.97,3310.99,39,Europe,344139770.14
Bombardier CRJ200,2020,2,Turbofan,50,3000,3.58,1425.59,3,Asia,25716133.52
Boeing 737,2013,2,Turbofan,162,5700,8.89,3397.57,10,Europe,107183272.55
Airbus A350,2006,2,Turbofan,350,14800,14.59,688.78,17,Africa,459831575.91
Boeing 777,1990,2,Turbofan,396,15600,9.82,4909.87,33,North America,434469942.04
Boeing 777,2000,2,Turbofan,396,15600,11.72,3120.9,23,South America,452501012.06
Cessna 172,1985,1,Piston,4,1285,23.53,1076.43,38,Asia,236621.03
Airbus A320,1990,2,Turbofan,180,6300,4.92,4676.38,33,South America,70173636.35
Boeing 737,2023,2,Turbofan,162,5700,9.97,2477.32,0,Asia,101962560.32
Boeing 777,2008,2,Turbofan,396,15600,5.13,4743.84,15,Australia,544297853.03
Airbus A350,2011,2,Turbofan,350,14800,10.4,4491.16,12,South America,550255631.84
Airbus A350,2006,2,Turbofan,350,14800,12.61,1786.58,17,North America,483244453.36
Airbus A320,2012,2,Turbofan,180,6300,7.99,3897.69,11,Asia,125697266.0
Boeing 777,2007,2,Turbofan,396,15600,11.47,4288.99,16,Asia,576552533.65
Boeing 777,2023,2,Turbofan,396,15600,9.09,1298.43,0,Australia,888471735.01
Cessna 172,2011,1,Piston,4,1285,47.5,4931.01,12,South America,337809.04
Bombardier CRJ200,1999,2,Turbofan,50,3000,4.78,4180.03,24,Asia,11740026.01
Airbus A320,2005,2,Turbofan,180,6300,12.93,2776.34,18,South America,103399541.42
Boeing 737,1980,2,Turbofan,162,5700,8.61,3156.56,43,Europe,74261934.23
Boeing 777,1993,2,Turbofan,396,15600,9.35,1838.97,30,Europe,427532216.44
Boeing 777,1998,2,Turbofan,396,15600,11.89,3363.31,25,North America,412734925.56
Boeing 737,1980,2,Turbofan,162,5700,8.0,1220.32,43,Africa,62133269.16
Bombardier CRJ200,2007,2,Turbofan,50,3000,4.65,4100.32,16,Europe,15025275.31
Airbus A320,2004,2,Turbofan,180,6300,11.53,2997.88,19,South America,85547362.76
Bombardier CRJ200,1994,2,Turbofan,50,3000,12.19,2099.23,29,South America,12611857.72
Cessna 172,2022,1,Piston,4,1285,10.21,2994.02,1,North America,385978.91
Boeing 737,2005,2,Turbofan,162,5700,6.78,4811.33,18,Australia,86494329.35
Boeing 737,2007,2,Turbofan,162,5700,3.94,1971.19,16,Asia,92539754.63
Airbus A350,1984,2,Turbofan,350,14800,6.79,4983.5,39,North America,358435306.57
Cessna 172,2007,1,Piston,4,1285,38.88,2518.75,16,South America,297164.0
Airbus A350,2020,2,Turbofan,350,14800,7.36,2261.87,3,Africa,765232183.44
Boeing 777,1987,2,Turbofan,396,15600,2.04,3630.28,36,Africa,336923634.19
Boeing 737,2000,2,Turbofan,162,5700,3.21,4073.89,23,Europe,77189812.92
Cessna 172,2009,1,Piston,4,1285,29.24,3146.91,14,Australia,290366.42
Boeing 777,1985,2,Turbofan,396,15600,9.3,3109.93,38,Africa,404918205.48
Boeing 737,1995,2,Turbofan,162,5700,9.85,3022.97,28,Africa,69958397.63
Cessna 172,2005,1,Piston,4,1285,43.0,1714.19,18,South America,289745.64
Boeing 737,2005,2,Turbofan,162,5700,3.0,2742.15,18,North America,79846064.72
Bombardier CRJ200,2001,2,Turbofan,50,3000,11.2,4032.04,22,Europe,12911054.39
Boeing 777,1990,2,Turbofan,396,15600,8.72,4048.77,33,Asia,352189432.87
Cessna 172,2020,1,Piston,4,1285,27.36,1976.87,3,Asia,393978.2
Cessna 172,2012,1,Piston,4,1285,18.82,898.7,11,Europe,383828.69
Boeing 777,2002,2,Turbofan,396,15600,14.13,4992.56,21,Australia,490286367.25
Bombardier CRJ200,1989,2,Turbofan,50,3000,7.48,3391.54,34,Europe,13549398.19
Boeing 737,1989,2,Turbofan,162,5700,7.33,1032.51,34,North America,67153701.02
Airbus A320,1991,2,Turbofan,180,6300,6.99,4279.11,32,South America,93128628.48
Airbus A320,2021,2,Turbofan,180,6300,6.71,1330.14,2,Asia,173671367.93
Airbus A320,2020,2,Turbofan,180,6300,2.34,2005.3,3,Africa,149393911.62
Airbus A350,2016,2,Turbofan,350,14800,14.23,1844.27,7,South America,527136285.33
Airbus A350,2023,2,Turbofan,350,14800,7.59,1666.84,0,South America,782877358.82
Bombardier CRJ200,2020,2,Turbofan,50,3000,8.28,2561.84,3,South America,21491715.82
Boeing 777,2020,2,Turbofan,396,15600,3.05,1100.66,3,North America,745395297.18
Airbus A320,2008,2,Turbofan,180,6300,11.48,2465.83,15,Asia,129147709.81
Airbus A350,2008,2,Turbofan,350,14800,4.07,3944.81,15,Australia,469202947.87
